id,wiki_id,name,instance_of,ar,de,es,fr,it,ja
9454,Q1140185,The Guide for the Perplexed,literary work,دلالة الحائرين,Führer der Unschlüssigen,Guía de los Perplejos,Guide des égarés,La guida dei perplessi,迷える者への手引き
9455,Q45341,East China Sea,marginal sea,بحر الصين الشرقي,Ostchinesisches Meer,mar de China Oriental,mer de Chine orientale,Mar Cinese Orientale,東シナ海
9456,Q109367781,corn silk tea,tea,,,té de pelo de choclo,,,トウモロコシのひげ茶
9457,Q7560096,Something Fresh,literary work,,,,Bienvenue à Blandings,Qualcosa di nuovo (romanzo),
9458,Q1063916,Thien Hau Temple,Buddhist temple,,Thien-Hau-Tempel,,temple de Bà Thiên Hậu,,ティエンハウ廟
9459,Q428,Qur’an,religious text,القرآن,Koran,Corán,Coran,Corano,クルアーン
9460,Q212718,2061: Odyssey Three,literary work,,2061 – Odyssee III,2061: Odisea tres,2061 : Odyssée trois,2061: Odissea tre,2061年宇宙の旅
9461,Q76885421,A Rapist in Your Path,performance,مغتصب في طريقك,Der Vergewaltiger bist DU!,Un violador en tu camino,Un violeur sur ton chemin,,
9462,Q218728,The Shire,fictional country,,Auenland,La Comarca,La Comté,Contea,ホビット庄
9463,Q2090950,Byzantine music,music by country or region,موسيقى بيزنطية,Byzantinische Musik,música bizantina,musique byzantine,musica bizantina,ビザンティン聖歌
9464,Q7785,Commonwealth of Nations,intergovernmental organization,دول الكومنولث,Commonwealth of Nations,Mancomunidad de Naciones,Commonwealth,Commonwealth delle nazioni,イギリス連邦
9465,Q1055141,I Married a Communist,literary work,تزوجت شيوعية,"Mein Mann, der Kommunist",Me casé con un comunista,J'ai épousé un communiste,Ho sposato un comunista,
9466,Q65067586,Water Temple,location in The Legend of Zelda,,,Templo del Agua,,,水の神殿
9467,Q235438,Grand Duchess Maria Pavlovna of Russia,human,ماريا بافلوفنا دوقة روسيا,Marija Pawlowna Romanowa,María Pávlovna Románova,Marie Pavlovna de Russie,Marija Pavlovna Romanova,マリア・パヴロヴナ (セーデルマンランド公爵夫人)
9468,Q3328694,Kabyle music,music by ethnic group,موسيقى قبائلية,,Música cabileña,musique kabyle,,
9469,Q1676082,Ivolginsky Datsan,vihara,,Iwolginski Dazan,,Datsan d'Ivolguinsk,,イヴォルギンスキー・ダツァン
9470,Q1423540,Never on Sunday,film,لا يمكن يوم الأحد,Sonntags… nie!,Nunca en domingo,Jamais le dimanche,Mai di domenica,日曜はダメよ
9471,Q3162344,Neskuchny Garden,garden,,,,Jardin Neskoutchni,,
9472,Q1810196,Dandelion Wine,literary work,نبيذ الهندباء البرية,Löwenzahnwein,El vino del estío,Le Vin de l'été,L'estate incantata,たんぽぽのお酒
9473,Q734607,A House of Pomegranates,short story collection,بيت الرمان,Ein Granatapfelhaus,Una casa de granadas,Une maison de grenades,La casa dei melograni,
9474,Q17035301,Sky and Water I,woodcut print,,,,le ciel et l'eau,,空と水I
9475,Q138786,"Prince Ferdinand, Duke of Alençon",human,الأمير فرديناند دوق ألونسون,"Ferdinand d’Orléans, duc d’Alençon",Fernando Felipe María de Orleans,Ferdinand d'Orléans,Ferdinando d'Orléans,フェルディナン・ドルレアン
9476,Q112081,Archduke Wilhelm of Austria,human,,Wilhelm Franz von Habsburg-Lothringen,Guillermo de Habsburgo-Lorena,Guillaume François de Habsbourg-Lorraine,,ヴィルヘルム・フォン・エスターライヒ
9477,Q11767,Mesopotamia,cultural landscape,بلاد الرافدين,Mesopotamien,Mesopotamia,Mésopotamie,Mesopotamia,メソポタミア
9478,Q607885,The Protectors,television series,,Kein Pardon für Schutzengel,,Poigne de fer et séduction,Gli invincibili,プロテクター電光石火
9479,Q15255890,Let's Eat,television series,,Let’s Eat,,,Siksyareul hapsida,ゴハン行こうよ
9480,Q856262,Bibi-Heybat Mosque,mosque,مسجد بيبي-هيبت,Bibi-Heybat-Moschee,Mezquita Bibi-Heybat,mosquée Bibi-Heybat,Moschea Bibi-Heybat,ビビヘイバット・モスク
9481,Q820246,Passion Flower Hotel,film,,Leidenschaftliche Blümchen,,Deux Heures de colle pour un baiser,Niente vergini in collegio,レッスンC
9482,Q4944279,borage seed oil,seed oil,,Borretschöl,,huile de bourrache,Olio di semi di boraggine,
9483,Q3509806,ISO/IEC 7813,IEC standard,آيزو/آي إي سي 7813,,,ISO/CEI 7813,,ISO/IEC 7813
9484,Q402673,The Overcoat,literary work,المعطف,Der Mantel,El capote,Le Manteau,Il cappotto,外套
9485,Q8577,2012 Summer Olympics,Summer Olympic Games,الألعاب الأولمبية الصيفية 2012,Olympische Sommerspiele 2012,Juegos Olímpicos de Londres 2012,Jeux olympiques d'été de 2012,Giochi della XXX Olimpiade,2012年ロンドンオリンピック
9486,Q2919526,"String Quartets, Op. 76",musical series,,,"Cuartetos de cuerda, op. 76 (Haydn)",Quatuors à cordes op. 76 de Joseph Haydn,,エルデーディ四重奏曲
9487,Q742733,Revenge of the Nerds III: The Next Generation,film,,Operation Kleinhirn,La revancha de los novatos III,,La rivincita dei nerds III,ナーズの復讐III ナーズ軍団、最終決戦!
9488,Q788880,Mr. Terrific,television series,,Immer wenn er Pillen nahm,,,,チック・タックのフライマン
9489,Q1966912,Celestial Emporium of Benevolent Knowledge's Taxonomy,taxonomy,,,Emporio celestial de conocimientos benévolos,,,
9490,Q189582,Narmer,human,نعرمر,Narmer,Narmer,Narmer,Narmer,ナルメル
9491,Q650613,Unbreakable,film,غير قابل للكسر,Unbreakable – Unzerbrechlich,El protegido,Incassable,Unbreakable - Il predestinato,アンブレイカブル
9492,Q3555166,Vector Prime,literary work,,,,Vecteur Prime,,
9493,Q7738514,The Gulf War Did Not Take Place,non-fiction,حرب الخليج لم تحدث,,La guerra del Golfo no ha tenido lugar,La guerre du Golfe n'a pas eu lieu,La guerre du Golfe n'a pas eu lieu,
9494,Q23572,Game of Thrones,television series,صراع العروش,Game of Thrones,Juego de Tronos,Le Trône de fer,Il Trono di Spade,ゲーム・オブ・スローンズ
9495,Q742226,Pet Sematary,literary work,مقبرة الحيوانات,Friedhof der Kuscheltiere,Cementerio de animales,Simetierre,Pet Sematary,ペット・セマタリー
9496,Q4271761,The Girl Rosemarie,television film,الفتاة روزماري,Das Mädchen Rosemarie,,,,
9497,Q65062506,Welcome 2 Life,television series,مرحبا حياتي الثانية,Welkeom 2 Laipeu,,,,ウェルカム2ライフ～君と描いた未来～
9498,Q9212,United States Army,army,القوات البرية للولايات المتحدة,United States Army,Ejército de los Estados Unidos,Armée de terre des États-Unis,United States Army,アメリカ陸軍
9499,Q1524969,Night on the Galactic Railroad,literary work,,Ginga Tetsudō no Yoru,El tren nocturno de la Vía Láctea,Train de nuit dans la Voie lactée,Una notte sul treno della Via Lattea,銀河鉄道の夜
9500,Q2267401,Peter the Great,television film,,Peter der Große,,Pierre le Grand,Pietro il Grande,愛と戦いの日々 ロマノフ王朝 大帝ピョートルの生涯
9501,Q485907,Smells Like Teen Spirit,musical work/composition,Smells Like Teen Spirit,Smells Like Teen Spirit,Smells Like Teen Spirit,Smells Like Teen Spirit,Smells Like Teen Spirit,Smells Like Teen Spirit
9502,Q1242727,Karlsson on the Roof,film,,Karlsson auf dem Dach,,Karlsson sur le toit,Världens bästa Karlsson,
9503,Q7335978,Alauddin Sulaiman Shah of Selangor,human,علاء الدين سليمان شاه,,Sulaiman of Selangor,,Sulaiman di Selangor,
9504,Q2913871,White Dragon Horse,literary character,,,Caballo Dragón Blanco,Longwang sanjun,,玉龍
9505,Q339624,The Condition of the Working Class in England,literary work,حالة الطبقة العاملة في انجلترا في عام 1844,Die Lage der arbeitenden Klasse in England,La situación de la clase obrera en Inglaterra,La Situation de la classe ouvrière en Angleterre en 1844,La situazione della classe operaia in Inghilterra,イギリスにおける労働者階級の状態
9506,Q190145,Spider-Man 2,film,الرجل العنكبوت 2,Spider-Man 2,Spider-Man 2,Spider-Man 2,Spider-Man 2,スパイダーマン2
9507,Q160534,Jack Kerouac,human,جاك كيروك,Jack Kerouac,Jack Kerouac,Jack Kerouac,Jack Kerouac,ジャック・ケルアック
9508,Q107354786,The World Between Us,television series,العالم بيننا,,El mundo entre nosotras,,Il mondo tra di noi,ザ・ワールド・ビトウィーン・アス
9509,Q5684,Babylon,sovereign state,بابل,Babylon,Babilonia,Babylone,Babilonia,バビロン
9510,Q2705356,The Spirits Book,written work,كتاب الأرواح,,,Le Livre des Esprits,Il libro degli spiriti,霊の書
9511,Q833,Malaysia,sovereign state,ماليزيا,Malaysia,Malasia,Malaisie,Malaysia,マレーシア
9512,Q366938,The Girl from Tomorrow,television series,فتاة من الغد,Das Mädchen aus der Zukunft,Alana: La chica del futuro,Alana ou le futur imparfait,La ragazza del futuro,
9513,Q438445,Michael Stuhlbarg,human,مايكل ستولبارغ,Michael Stuhlbarg,Michael Stuhlbarg,Michael Stuhlbarg,Michael Stuhlbarg,マイケル・スタールバーグ
9514,Q986200,Decatur,city in the United States,ديكاتور,Decatur,Decatur,Decatur,Decatur,ディケーター
9515,Q646322,Franco-Dutch War,armed conflict,الحرب الفرنسية الهولندية,Holländischer Krieg,guerra franco-neerlandesa,guerre de Hollande,guerra d'Olanda,オランダ侵略戦争
9516,Q33837,archipelago,landmass,أرخبيل,Archipel,archipiélago,archipel,arcipelago,諸島
9517,Q660082,Melk Abbey,abbey,دير ميلك,Benediktinerstift Melk,abadía de Melk,abbaye de Melk,abbazia di Melk,メルク修道院
9518,Q1106019,Florentine Codex,written work,,Codex Florentinus,Historia general de las cosas de Nueva España,Codex de Florence,Codice fiorentino,フェレンツェの絵文書
9519,Q10752167,Cream of Wheat,brand,,,Crema de Trigo,Cream of Wheat,,クリーム・オブ・ホイート
9520,Q4347082,Horrid Henry,animated television series,هنري المشاغب,Henry der Schreckliche,Carlos la amenaza,L'horrible Henry,,
9521,Q219780,Hunter S. Thompson,human,هانتر طومسون,Hunter S. Thompson,Hunter S. Thompson,Hunter S. Thompson,Hunter Stockton Thompson,ハンター・S・トンプソン
9522,Q170581,Nancy Pelosi,human,نانسي بيلوسي,Nancy Pelosi,Nancy Pelosi,Nancy Pelosi,Nancy Pelosi,ナンシー・ペロシ
9523,Q875735,Imperial cathedral of Königslutter,church building,,Kaiserdom,,Abtei Königslutter,,
9524,Q17087764,scientific pitch,technical standard,,,,,intonazione scientifica,
9525,Q17989172,Ancillary Sword,literary work,,,Espada auxiliar,L'Épée de l'ancillaire,,亡霊星域
9526,Q2359321,Homeless to Harvard: The Liz Murray Story,television film,,,Una indigente en Harvard,Pour une vie meilleure,Abbandonata dal destino,ホームレスからハーヴァードまで：リズ・マレーの物語
9527,Q3499783,Glenstal Abbey,abbey,,Abtei Glenstal,,,,
9528,Q2192525,Peter of Cantabria,human,بيدرو دوق كانتابريا,,Pedro de Cantabria,Pierre de Cantabrie,Pedro di Cantabria,ペドロ (カンタブリア公)
9529,Q28127551,The Ministry of Utmost Happiness,literary work,وزارة السعادة القصوى,Das Ministerium des äußersten Glücks,El ministerio de la felicidad suprema,Le Ministère du Bonheur suprême,,
9530,Q452532,United States Senate Committee on the Judiciary,United States congressional committee,اللجنة القضائية في مجلس الشيوخ الأمريكي,United States Senate Committee on the Judiciary,,Commission judiciaire du Sénat des États-Unis,,上院司法委員会
9531,Q129846,St. Basil's Cathedral,Eastern Orthodox church building,كاتدرائية القديس باسيل,Basilius-Kathedrale,Catedral de San Basilio,cathédrale Saint-Basile-le-Bienheureux,cattedrale di San Basilio,聖ワシリイ大聖堂
9532,Q213959,Boston Red Sox,baseball team,بوسطن ريد سوكس,Boston Red Sox,Boston Red Sox,Red Sox de Boston,Boston Red Sox,ボストン・レッドソックス
9533,Q236936,Faustina the Younger,human,فوستينا الصغرى,Faustina die Jüngere,Faustina la Menor,Faustine la Jeune,Faustina minore,アンニア・ガレリア・ファウスティナ・ミノル
9534,Q433000,When Father Was Away on Business,film,عندما كان الأب بعيدًا في العمل,Papa ist auf Dienstreise,Papá está en viaje de negocios,Papa est en voyage d'affaires,Papà è in viaggio d'affari,パパは、出張中!
9535,Q249717,Krasny Oktyabr Open Joint-Stock Company,chocolaterie,,Roter Oktober,,,,クラスヌィ・オクチャブリ
9536,Q233517,Second Epistle of Clement,literary work,رسالة كليمانت الثانية,Zweiter Clemensbrief,Segunda epístola de Clemente,Seconde Épître de Clément,Seconda lettera di Clemente,
9537,Q1052807,Wrigley Field,stadium,,Wrigley Field,Wrigley Field,Wrigley Field,Wrigley Field,リグレー・フィールド
9538,Q3394733,Yabancı Damat,television series,الغريب,Yabanci damat,,,,
9539,Q1198883,The Green Ray,literary work,الشعاع الأخضر,Der grüne Strahl,El rayo verde,Le Rayon vert,Il raggio verde,緑の光線
9540,Q2062054,Mar Mattai monastery,monastery,دير مار متي,Mor-Mattai-Kloster,Monasterio de Mar Mattai,monastère Mor Mattay,Monastero di San Matteo,
9541,Q733195,Galactic Republic,fictional government body,,Galaktische Republik,República Galáctica,République galactique,Repubblica Galattica,銀河共和国
9542,Q210219,Piano Concerto No. 2,musical work/composition,,2. Klavierkonzert,Concierto para piano n.º 2,Concerto pour piano nº 2 de Prokofiev,Concerto per pianoforte e orchestra n. 2,ピアノ協奏曲第2番
9543,Q675788,Ogier the Dane,fictional human,هوجير الدانماركي,Holger Danske,Ogier el Danés,Ogier de Danemarche,Ogier il Danese,オジェ・ル・ダノワ
9544,Q3881445,Ola Hudson,human,أولا هدسون,Ola Hudson,Ola Hudson,Ola Hudson,Ola Hudson,
9545,Q21470108,Municipal Register of Spain,resident registration,,,Padrón municipal de España,registre municipal d'Espagne,,
9546,Q520508,"Charles II, Duke of Savoy",human,تشارلز سافويا,Karl II.,Carlos II de Saboya,Charles-Jean-Amédée de Savoie,Carlo Giovanni Amedeo di Savoia,カルロ・ジョヴァンニ・アメデーオ・ディ・サヴォイア
9547,Q1348176,"Gustav Adolf, Cardinal Prince of Hohenlohe-Schillingfürst",human,,Gustav Adolf zu Hohenlohe-Schillingsfürst,Gustavo Adolfo de Hohenlohe-Schillingsfürst,Gustave-Adolphe de Hohenlohe-Schillingsfürst,Gustav Adolf von Hohenlohe-Schillingsfürst,グスタフ・アドルフ・ツー・ホーエンローエ＝シリングスフュルスト
9548,Q180598,The Smiths,rock band,ذا سميثز,The Smiths,The Smiths,The Smiths,The Smiths,ザ・スミス
9549,Q276217,Halo: Combat Evolved,video game,هيلو: كومبات إفولفد,Halo: Kampf um die Zukunft,Halo: Combat Evolved,Halo: Combat Evolved,Halo: Combat Evolved,Halo: Combat Evolved
9550,Q4470,The Wheel of Time,novel series,عجلة الزمن,Das Rad der Zeit,La rueda del tiempo,La Roue du temps,La Ruota del Tempo,時の車輪
9551,Q13407659,Valley of the Wolves,television series,وادي الذئاب,Tal der Wölfe,,Kurtlar Vadisi,Kurtlar Vadisi,狼の谷
9552,Q216655,Metal Gear,video game series,ميتال غير,Metal Gear,Metal Gear,Metal Gear,Metal Gear,メタルギアシリーズ
9553,Q197094,Zeyrek Mosque,church building,جامع زيرك كليسة,Zeyrek-Moschee,Mezquita de Zeyrek,monastère du Pantocrator,moschea di Zeyrek,パントクラトール修道院付属教会
9554,Q1440653,House with Chimaeras,house,بيت الكيميرا,Haus mit den Chimären,Casa con Quimeras,maison aux Chimères,casa delle Chimere,怪物屋敷
9555,Q20085225,The Blue Flower,literary work,,Die blaue Blume,La flor azul,,Il fiore azzurro,
9556,Q4352496,League of Assassins,supervillain team,,,Liga de Asesinos,Ligue des Assassins,Lega degli assassini,リーグ・オブ・アサシンズ
9557,Q7774250,The Werewolf of Paris,literary work,,,El hombre lobo de París,Le Loup-garou de Paris,,パリの狼男
9558,Q641061,The Greatest Show on Earth,film,أعظم العروض على وجه الأرض,Die größte Schau der Welt,El mayor espectáculo del mundo,Sous le plus grand chapiteau du monde,Il più grande spettacolo del mondo,地上最大のショウ
9559,Q1092104,Saints Innocents Cemetery,Latin Rite Catholic cemetery,,Cimetière des Innocents,Cementerio de los Santos Inocentes,cimetière des Innocents,cimitero degli Innocenti,サン・イノサン墓地
