source,target
Colombia*|*Argentina,Colombie*|*Argentine
Alaska*|*California,Alaska*|*Californie
Brazil*|*Australia,Brésil*|*continent australien
Dallas*|*Texas*|*Las Vegas*|*Nevada*|*California,Dallas*|*Texas*|*Las Vegas*|*Nevada*|*Californie
India*|*Brazil,Inde*|*Brésil
Texas*|*California,Texas*|*Californie
U.S.*|*New York City*|*Chicago,États-Unis*|*New York*|*Chicago
Mount Everest*|*Mont Blanc,Everest*|*mont Blanc
Russia*|*China,Empire russe*|*république populaire de Chine
Lake Michigan*|*Lake Superior,lac Michigan*|*lac Supérieur
Asia*|*South America,Asie*|*Amérique du Sud
Mount Everest*|*Mount Elbrus,Everest*|*Elbrouz
France*|*Albania,Cinquième République*|*Albanie
Yellow River*|*Yangtze,fleuve Jaune*|*Yangzi Jiang
Brazil*|*North Region*|*Northeast Region,Brésil*|*Région Nord*|*Nordeste
Central Africa,Afrique centrale
Pennsylvania,Pennsylvanie
Great Lakes,Grands Lacs
South America,Amérique du Sud
United States,États-Unis
U.S.,États-Unis
Mississippi River,Mississippi
Australia,continent australien
Andorra,Andorre
United Kingdom,Royaume-Uni
Brazil,Brésil
Asia,Asie
,
Hawaiian,hawaïen
House of Representatives,Chambre des représentants
United States,États-Unis
South America,Amérique du Sud
East China Sea,mer de Chine orientale
United States,États-Unis
U.S.,États-Unis
U.S.*|*USA,États-Unis*|*États-Unis
Canada*|*French,Canada*|*français
United States,États-Unis
Mexico*|*Rio Grande,Mexico*|*río Grande
Canada*|*English,Canada*|*Anglais
,
,
,
,
,
India,Inde
Africa,Afrique
North America,Amérique du Nord
United States*|*North America,États-Unis*|*Amérique du Nord
Africa*|*Lagos*|*Abuja,Afrique*|*Lagos*|*Abuja
Philippines*|*Spanish,Philippines*|*espagnol
South America,Amérique du Sud
UK*|*Wales*|*England,Royaume-Uni*|*pays de Galles*|*royaume d'Angleterre
North Carolina,Caroline du Nord
United States,États-Unis
Eiffel Tower,tour Eiffel
Morocco,Maroc
South America,Amérique du Sud
Taiwan,île de Taïwan
,
Mount St. Helens,mont Saint Helens
North America,Amérique du Nord
,
United States,États-Unis
Mount Saint Helens,mont Saint Helens
,
U.S.,États-Unis
United States,États-Unis
U.S.,États-Unis
,
,
Earth,Black Sabbath
South America,Amérique du Sud
China,république populaire de Chine
Iceland,Islande
,
U.S.,États-Unis
U.S.,États-Unis
USA,États-Unis
India*|*UN,Inde*|*Organisation des Nations unies
U.S.,États-Unis
Africa,Afrique
Golden Gate Bridge*|*San Francisco,pont du Golden Gate*|*San Francisco
Mount Everest,Everest
Athens*|*Greece,Athènes*|*Grèce antique
Berlin*|*Germany,Berlin*|*Allemagne
Florida*|*US,Floride*|*États-Unis
Budapest*|*Hungary,Budapest*|*Hongrie
China,république populaire de Chine
Atlas Mountains*|*Greece,Atlas*|*Grèce antique
Japan,Honshū
Texas*|*U.S.,Texas*|*États-Unis
Mount Rainier*|*Washington,mont Rainier*|*Washington
Baltimore*|*USA,Baltimore*|*États-Unis
Seattle*|*USA,Seattle*|*États-Unis
Portland*|*USA,Portland*|*États-Unis
California*|*United States,Californie*|*États-Unis
Hawaii*|*US,royaume d'Hawaï*|*États-Unis
Virginia*|*West Virginia,Virginie*|*Virginie-Occidentale
California*|*Rhode Island,Californie*|*Rhode Island
California*|*Texas,Californie*|*Texas
California*|*Delaware,Californie*|*Delaware
Hindu*|*Congress,hindou*|*Congrès des États-Unis
African-American,Afro-Américains
Democrat*|*Florida,Parti démocrate*|*Floride
U.S.*|*Jerry Brown,États-Unis*|*Jerry Brown
USA,États-Unis
Democrat*|*Pennsylvania,Parti démocrate*|*Pennsylvanie
Virginia,Virginie
Florida,Floride
US,États-Unis
,
U.S.,États-Unis
California,Californie
Princeton University,université de Princeton
United States,États-Unis
U.S.*|*African American,États-Unis*|*Afro-Américains
,
Libertarian Party,Parti libertarien
US*|*Texas,États-Unis*|*Texas
United States*|*Texas,États-Unis*|*Texas
United States,États-Unis
California*|*San Francisco,Californie*|*San Francisco
United States*|*Saturday Night Live,États-Unis*|*Saturday Night Live
United States House of Representatives,Chambre des représentants
England,royaume d'Angleterre
California,Californie
Pennsylvania*|*New York,Pennsylvanie*|*New York
"US*|*September 11, 2001",États-Unis*|*attentats du 11 septembre 2001
United States,États-Unis
United States,États-Unis
,
United States*|*United States,États-Unis*|*États-Unis
Virgin Islands,îles Vierges
United States,États-Unis
United States,États-Unis
,
United States,États-Unis
African American*|*US,Afro-Américains*|*États-Unis
USA,États-Unis
US,États-Unis
,
,
US,États-Unis
US,États-Unis
,
USA,États-Unis
Nelson Mandela*|*South Africa,Nelson Mandela*|*Afrique du Sud
Chuck Schumer*|*U.S.*|*Senate,Charles Schumer*|*États-Unis*|*Sénat des États-Unis
United Kingdom,Royaume-Uni
Mitch McConnell*|*United States,Mitch McConnell*|*États-Unis
Nancy Pelosi*|*U.S. House of Representatives,Nancy Pelosi*|*Chambre des représentants
United States*|*United States,États-Unis*|*États-Unis
European Parliament,Parlement européen
,
Assassin's Creed,Assassin's Creed
Pokémon Red*|*Pokémon Green,Pokémon Rouge*|*Pokémon Vert
Call of Duty: World at War,Call of Duty: World at War
,
Castlevania*|*Game Boy Advance,Castlevania*|*Game Boy Advance
Final Fantasy*|*SNES*|*USA,Final Fantasy*|*Super Nintendo Entertainment System*|*États-Unis
Mario*|*US,Mario*|*États-Unis
,
Call of Duty*|*World War II,Call of Duty*|*Seconde Guerre mondiale
Mario*|*Princess Peach,Mario*|*Princesse Peach
Polish,polonais
Assassin's Creed*|*Golden Age of Piracy,Assassin's Creed*|*Âge d'or de la piraterie
Legend of Zelda*|*North America,The Legend of Zelda*|*Amérique du Nord
Assassin's Creed Valhalla,Assassin's Creed Valhalla
Assassin's Creed,Assassin's Creed
,
Assassin's Creed,Assassin's Creed
Assassin's Creed,Assassin's Creed
Assassin's Creed,Assassin's Creed
,
,
Sonic*|*Ivo Robotnik*|*Dr. Eggman*|*Japan,Sonic the Hedgehog*|*Doctor Eggman*|*Doctor Eggman*|*Honshū
Dragon Age: Inquisition,Dragon Age : Inquisition
Ulysses S Grant*|*Abe Lincoln,Ulysses S. Grant*|*Abraham Lincoln
World War*|*World War I*|*World War II,Première Guerre mondiale*|*Première Guerre mondiale*|*Seconde Guerre mondiale
America*|*Amerigo Vespucci*|*Christopher Columbus,États-Unis*|*Amerigo Vespucci*|*Christophe Colomb
Erie Canal,canal Érié
William Taft*|*Theodore Roosevelt,William Howard Taft*|*Theodore Roosevelt
Korean War*|*Gulf War,guerre de Corée*|*guerre du Golfe
UK*|*Margaret Thatcher*|*Tony Blair,Royaume-Uni*|*Margaret Thatcher*|*Tony Blair
Henry III*|*England*|*Edward III*|*England,Henri III*|*royaume d'Angleterre*|*Édouard III*|*royaume d'Angleterre
Canadian*|*Kim Campbell,Canadiens*|*Kim Campbell
Americans*|*World War II*|*American Civil War,Américains*|*Seconde Guerre mondiale*|*guerre de Sécession
Panama Canal*|*Teddy Roosevelt,canal de Panama*|*Theodore Roosevelt
Vietnam War*|*World War II,guerre du Viêt Nam*|*Seconde Guerre mondiale
,
,
French*|*American,français*|*Américains
Ethiopia*|*Nigeria,Éthiopie*|*Nigeria
American Revolutionary War*|*Civil War,guerre d'indépendance des États-Unis*|*guerre de Sécession
World War II*|*Germany*|*United States,Seconde Guerre mondiale*|*Allemagne*|*États-Unis
Vietnam War*|*Korean War,guerre du Viêt Nam*|*guerre de Corée
Achaemenid Empire*|*Mongol Empire,Empire achéménide*|*Empire mongol
US*|*Gulf War,États-Unis*|*guerre du Golfe
Solomon,Salomon
Saul,Saül
British Commonwealth of Nations,Commonwealth
United States,États-Unis
England,royaume d'Angleterre
Elizabeth II,Élisabeth II
Warsaw Pact,Pacte de Varsovie
USA,États-Unis
Virginia,Virginie
U.S.,États-Unis
U.S.*|*Union,États-Unis*|*Union
Napoleon*|*Napoleonic Wars,Napoléon Ier*|*guerres napoléoniennes
United States,États-Unis
American Civil War,guerre de Sécession
Great Britain*|*America,Royaume-Uni*|*États-Unis
England,royaume d'Angleterre
United States,États-Unis
,
Philip IV*|*France,Philippe IV de France*|*Cinquième République
Solomon,Salomon
French*|*Russia,français*|*Empire russe
White House,Maison-Blanche
,
English,Anglais
,
Henry VIII,Henri VIII
Japan,Honshū
,
Battle of the Little Bighorn,bataille de Little Bighorn
Battle of Chancellorsville,bataille de Chancellorsville
US*|*Battle of Midway,États-Unis*|*bataille de Midway
United States,États-Unis
US*|*Statue of Liberty,États-Unis*|*statue de la Liberté
United States*|*Fourth of July,États-Unis*|*Jour de l'Indépendance
,
North America*|*Louisiana Purchase,Amérique du Nord*|*vente de la Louisiane
Pacific*|*World War II,océan Pacifique*|*Seconde Guerre mondiale
Augustus*|*Tiberius,Auguste*|*Tibère
Nile Delta*|*Khufu*|*BC,delta du Nil*|*Khéops*|*Colombie-Britannique
Mount Rushmore*|*United States,mont Rushmore*|*États-Unis
United Kingdom*|*Hanover,Royaume-Uni*|*Hanovre
United States*|*Hessian,États-Unis*|*Mercenaires allemands au Canada
France*|*Alexander the Great,Cinquième République*|*Alexandre le Grand
United States*|*Continental Army,États-Unis*|*Armée continentale
Japanese*|*World War II*|*Kyushu,Japonais*|*Seconde Guerre mondiale*|*Kyūshū
U.S.*|*Florida,États-Unis*|*Floride
United States*|*Civil War,États-Unis*|*guerre de Sécession
US,États-Unis
,
Great Britain,Royaume-Uni
Marc Anthony*|*Egypt,Marc Anthony*|*Égypte
Adolf Hitler,Adolf Hitler
Great Britain*|*World War 2,Royaume-Uni*|*Seconde Guerre mondiale
Philip II*|*Macedonia,Philippe II*|*Macédoine du Nord
North America,Amérique du Nord
Louis XVI,Louis XVI
Russia,Empire russe
United States,États-Unis
United States,États-Unis
China,république populaire de Chine
Union*|*U.S. Civil War,Union*|*guerre de Sécession
Alexander the Great,Alexandre le Grand
US,États-Unis
African-American*|*U.S.,Afro-Américains*|*États-Unis
Egypt,Égypte
Germany,Allemagne
African-American*|*United States*|*Senate,Afro-Américains*|*États-Unis*|*Sénat des États-Unis
,
United States of America,États-Unis
Germany,Allemagne
Egypt,Égypte
Southeast Asia,Asie du Sud-Est
World War 1,Première Guerre mondiale
,
World War I,Première Guerre mondiale
World War II,Seconde Guerre mondiale
United States,États-Unis
,
American Revolution,révolution américaine
,
Canada,Canada
Civil War,guerre de Sécession
US*|*Vietnam War,États-Unis*|*guerre du Viêt Nam
Treaty of Ghent*|*War of 1812,traité de Gand*|*guerre anglo-américaine de 1812
Battle of Gettysburg,bataille de Gettysburg
Korean,coréen
Ottoman Empire,Empire ottoman
Alexander the Great,Alexandre le Grand
Tiberius*|*Rome,Tibère*|*République romaine
Nero*|*Rome,Néron*|*République romaine
Abraham Lincoln*|*United States,Abraham Lincoln*|*États-Unis
George Washington*|*United States,George Washington*|*États-Unis
Abraham Lincoln*|*US,Abraham Lincoln*|*États-Unis
Renaissance,Renaissance
Baqet III,Baqet III
Teddy Roosevelt*|*United States,Theodore Roosevelt*|*États-Unis
Nicholas II*|*Russia,Nicolas II de Russie*|*Empire russe
Switzerland*|*World War II,Suisse*|*Seconde Guerre mondiale
Augustus*|*Rome,Auguste*|*République romaine
United States*|*Japan*|*Japanese,États-Unis*|*Honshū*|*Japonais
Avengers: Endgame,Avengers: Endgame
Alita: Battle Angel*|*Mortal Engines,Alita: Battle Angel*|*Mortal Engines
Ghostbusters,SOS Fantômes
Academy Awards*|*Daniel Day-Lewis,Oscars du cinéma*|*Daniel Day-Lewis
,
Pirates of the Caribbean,Pirates des Caraïbes
Mummy,La Momie
Malin Åkerman,Malin Åkerman
We're the Millers,"Les Miller, une famille en herbe"
Back to the Future,Retour vers le futur
Oscars,Oscars du cinéma
Tim Allen*|*Buzz Lightyear*|*Toy Story,Tim Allen*|*Buzz l'Éclair*|*Toy Story
Everybody's Changing,Everybody's Changing
Canadian*|*The Band,Canadiens*|*The Band
Beyoncé,Beyoncé
Bruno Mars*|*Silk Sonic,Bruno Mars*|*Silk Sonic
Van Halen*|*David Lee Roth,Van Halen*|*David Lee Roth
Formula One*|*Michael Schumacher,Formule 1*|*Michael Schumacher
NFL*|*California,National Football League*|*Californie
Boston Bruins*|*Stanley Cup,Bruins de Boston*|*coupe Stanley
Evan Austin,nan
NBA*|*Bloods*|*New York,National Book Award*|*Bloods*|*New York
NFL*|*Tampa Bay Buccaneers*|*San Mateo*|*California,National Football League*|*Buccaneers de Tampa Bay*|*San Mateo*|*Californie
Tampa Bay Buccaneers,Buccaneers de Tampa Bay
Barcelona FC,FC Barcelone
Andrés Iniesta*|*Barcelona,Andrés Iniesta*|*FC Barcelone
Seattle Mariners*|*American League Championship Series,Mariners de Seattle*|*Série de championnat de la Ligue américaine de baseball
Olympics,Jeux olympiques
NHL,Ligue nationale de hockey
,
George Orwell*|*Animal Farm,George Orwell*|*La Ferme des animaux
The Fellowship of the Ring*|*The Two Towers,Le Seigneur des anneaux : La Communauté de l'anneau*|*Les Deux Tours
,
The Lunar Chronicles,Les chroniques lunaires
Lion*|*Narnia,nan*|*Narnia
Nobel Prize,prix Nobel
A Tale of Two Cities,Le Conte de deux cités
,
,
,
,
Bilbo Baggins,Bilbon Sacquet
Egypt*|*Turkey,Égypte*|*Turquie
Canada*|*United States,Canada*|*États-Unis
Lake Maracaibo*|*Lake Nicaragua,lac Maracaibo*|*lac Nicaragua
Mount Baker*|*Mount Adams,mont Baker*|*mont Adams
Hawaii,royaume d'Hawaï
Great Britain,Royaume-Uni
U.S.,États-Unis
Great Lakes,Grands Lacs
,
U.S.*|*East Coast,États-Unis*|*côte Est des États-Unis
United States,États-Unis
India,Inde
Mahalangur Himal*|*Himalayas,Mahalangur Himal*|*Himalaya
Himalayas,Himalaya
,
Mount Fuji,mont Fuji
United States,États-Unis
South America,Amérique du Sud
,
,
Asia,Asie
,
Brazil,Brésil
United States,États-Unis
Dresden*|*Germany,Dresde*|*Allemagne
Lake Superior,lac Supérieur
Lake Michigan*|*US,lac Michigan*|*États-Unis
North America,Amérique du Nord
California*|*Texas,Californie*|*Texas
UK*|*Theresa May*|*David Cameron,Royaume-Uni*|*Theresa May*|*David Cameron
U.S.,États-Unis
U.S.*|*California,États-Unis*|*Californie
Democratic Party,Parti démocrate
California,Californie
Florida,Floride
Spanish-American War,guerre hispano-américaine
U.S.,États-Unis
United States,États-Unis
U.S.*|*Japan,États-Unis*|*Honshū
U.S.,États-Unis
United States,États-Unis
American,Américains
America,États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
Hispanic*|*United States,hispanique*|*États-Unis
Gladiator*|*Troy,Gladiator*|*Troie
NSYNC*|*Friends with Benefits,*NSYNC*|*Sexe entre amis
South Africa,Afrique du Sud
,
UK,Royaume-Uni
Henry VIII,Henri VIII
Chile,Chili
Jedi Apprentice*|*Jedi*|*Qui-Gon Jinn,Les Apprentis Jedi*|*Jedi*|*Qui-Gon Jinn
Harry Potter*|*Hogwarts,Harry Potter*|*Poudlard
Tom Clancy*|*Without Remorse*|*Vietnam War,Tom Clancy*|*Sans aucun remords*|*guerre du Viêt Nam
USA,États-Unis
,
UEFA Champions League,Ligue des champions de l'UEFA
U.S.,États-Unis
Egypt,Égypte
Pokemon Yellow,Pokémon Jaune
Los Angeles Lakers,Lakers de Los Angeles
Pittsburgh Steelers,Steelers de Pittsburgh
The Green Mile,La Ligne verte
God of War*|*North America,God of War*|*Amérique du Nord
U.S.*|*Madden NFL,États-Unis*|*Madden NFL
Beijing*|*Italy,Pékin*|*Italie
Lake Baikal*|*Russia,lac Baïkal*|*Empire russe
Iceland,Islande
Henry VIII,Henri VIII
U.S.,États-Unis
Assassin's Creed*|*Egypt,Assassin's Creed*|*Égypte
United States,États-Unis
United States,États-Unis
United States,États-Unis
Call of Duty 4: Modern Warfare*|*Call of Duty: Black Ops,Call of Duty 4: Modern Warfare*|*Call of Duty: Black Ops
The Little Mermaid*|*Aladdin,La Petite Sirène*|*Aladin ou la Lampe merveilleuse
The Lion King*|*Aladdin,Le roi Lion*|*Aladin ou la Lampe merveilleuse
United States,États-Unis
South America,Amérique du Sud
Mexico,Mexico
The Witcher 3: Wild Hunt*|*Dragon Age: Inquisition,The Witcher 3 : Wild Hunt*|*Dragon Age : Inquisition
Gandalf*|*Lord of the Rings,Gandalf*|*Le Seigneur des anneaux
Jack Sparrow*|*Pirates of the Caribbean,Jack Sparrow*|*Pirates des Caraïbes
Golden Globe Awards,Golden Globes
Interview with the Vampire,Entretien avec un vampire
The Mask of Zorro,Le Masque de Zorro
Man with No Name,L'Homme sans nom
Ellen DeGeneres,Ellen DeGeneres
,
Spider-Man*|*Spider-Man,Spider-Man*|*Spider-Man
,
Black Sabbath*|*UK,Black Sabbath*|*Royaume-Uni
,
,
,
,
,
World Series,Série mondiale
World Series,Série mondiale
Denver Nuggets,Nuggets de Denver
Pittsburgh Steelers,Steelers de Pittsburgh
Denver Broncos,Broncos de Denver
Chicago Bulls,Bulls de Chicago
Colorado Rockies,Rockies du Colorado
NBA,National Book Award
Silver Slugger Award,prix Silver Slugger
Michael Jordan*|*Chicago Bulls,Michael Jordan*|*Bulls de Chicago
Diary of a Wimpy Kid,Journal d'un dégonflé
Alice in Wonderland,Les Aventures d'Alice au pays des merveilles
,
Fifty Shades of Grey,Cinquante nuances de Grey
To the Lighthouse,La Promenade au phare
Franz Kafka*|*The Metamorphosis,Franz Kafka*|*La Métamorphose
Wheel of Time,La Roue du temps
,
Crime and Punishment,Crime et châtiment
Nobel Prize,prix Nobel
Outlander*|*UK,Outlander*|*Royaume-Uni
Dark Tower,La Tour sombre
,
Holes*|*Louis Sachar,Le Passage*|*Louis Sachar
Paddington Bear,Ours Paddington
The Scarlet Letter,La Lettre écarlate
A Series of Unfortunate Events,Les Désastreuses Aventures des orphelins Baudelaire
City of Brotherly Love,Philadelphie
Greater London,Grand Londres
Mount Rushmore,mont Rushmore
,
Emerald City,Sydney
New York City,New York
,
,
Mount Rushmore,mont Rushmore
Mount Rushmore,mont Rushmore
,
US,États-Unis
Manila,Manille
Statue of Liberty*|*America,statue de la Liberté*|*États-Unis
Spain,Espagne
,
US*|*Supreme Court,États-Unis*|*Cour suprême des États-Unis
South America,Amérique du Sud
United States,États-Unis
South Africa,Afrique du Sud
George W. Bush,George W. Bush
United States,États-Unis
European Union,Union européenne
Africa,Afrique
House of Representatives,Chambre des représentants
House of Representatives,Chambre des représentants
South Sudan,Soudan du Sud
House of Representatives,Chambre des représentants
United States,États-Unis
,
Brazil,Brésil
Brazil,Brésil
United Kingdom,Royaume-Uni
White House,Maison-Blanche
Bolivia,Bolivie
,
China,république populaire de Chine
Peru,Pérou
Israel*|*Nobel Peace Prize,Jacob*|*prix Nobel de la paix
,
Sparta,Sparte
Confederacy*|*Civil War,États confédérés d'Amérique*|*guerre de Sécession
World War II*|*United States*|*Pacific,Seconde Guerre mondiale*|*États-Unis*|*océan Pacifique
Mexico,Mexico
Chinese,chinois
Babylonia,Babylonie
American Civil War,guerre de Sécession
Hundred Years' War,guerre de Cent Ans
World War I,Première Guerre mondiale
Khmer Rouge,Khmers rouges
Operation Barbarossa*|*German,opération Barbarossa*|*allemand
,
,
WW I,Première Guerre mondiale
Civil War,guerre de Sécession
Mexico,Mexico
Egypt,Égypte
Egypt,Égypte
United States,États-Unis
US,États-Unis
American Civil War,guerre de Sécession
,
Chinese,chinois
George Washington,George Washington
USA,États-Unis
Russia,Empire russe
Babylonia,Babylonie
China,république populaire de Chine
Civil War,guerre de Sécession
Ottoman Empire,Empire ottoman
George R. R. Martin,George R. R. Martin
Eiffel Tower,tour Eiffel
Chinese,chinois
José Sarney,José Sarney
Germany*|*Poland,Allemagne*|*Pologne
,
Sims 4,Les Sims 4
,
Pokemon Emerald*|*US,Pokémon Émeraude*|*États-Unis
,
Zelda,Princesse Zelda
Assassin's Creed,Assassin's Creed
Britain,Royaume-Uni
Victoria,Victoria
